Group,Matrix ID,Name,Kind,Type,Author,Num Rows,Num Cols,Nonzeros,Pattern Entries,Num Explicit Zeros,Symmetric,Structural Rank,Structural Rank Full,Rank,Full Numerical Rank?,sprank(A)-rank(A),Null Space Dimension,Num Dmperm Blocks,Strongly Connect Components,Pattern Symmetry,Numeric Symmetry,Positive Definite,Cholesky Candidate,Matrix Norm,Minimum Singular Value,Condition Number,RCM Bandwidth,Skew-Symmetric Frobenius Norm,Directional Mean Bias,Signed Frobenius Ratio,Gershgorin Discs,Diagonal Dominance Min Ratio,Diagonal Dominance Mean Ratio,Diagonal Dominance Max Ratio,Strictly Diagonally Dominant Row Fraction,Fiedler Value,Brauer Pair Count,Brauer Max Product,Brauer Mean Product,Brauer Min Product,Brauer Max Center Distance,Brauer Mean Center Distance,Brauer Unions
HB,262,west0067,Chemical Process Simulation Problem,real,A. Westerberg,67,67,294,294,0,0,67,1,67.0,1.0,0.0,0.0,2.0,1,3.4,0.0,0,0,4.060711,0.0311841,130.2174,62.0,9.287240804940463,1.0197314027774569,1.176443604947697,"[[-6.5901,6.5901]]",0.0,0.001384454636017843,0.0483486074359258,0.0,0.037576438,2211.0,43.428909255769966,7.843994971852052,0.0,0.09941246,0.005531953885119855,"[[-6.5901,6.5901]]"
HB,263,west0132,Chemical Process Simulation Problem,real,A. Westerberg,132,132,413,414,1,0,132,1,132.0,1.0,0.0,0.0,56.0,2,2.0,0.5,0,0,320115.5,7.610737e-07,420610000000.0,108.0,252585.0896711129,-0.061488068,-11.42680707,"[[-317300.859,317300.859]]",0.0,0.008081980283963586,0.32013985561630404,0.0,0.001226442,8646.0,32061524294.230072,31739673.174796067,0.0,1.3269180999999999,0.05187045369072403,"[[-179057.3213,179057.3213]]"
HB,264,west0156,Chemical Process Simulation Problem,real,A. Westerberg,156,156,362,371,9,0,156,1,154.0,0.0,2.0,2.0,134.0,1,0.0,0.0,0,0,18673660.0,8.100763e-12,2.305173e+18,142.0,13755883.495296136,142.47094195764635,110.54926707201804,"[[-19023932.8,19023932.8]]",0.0,0.0,0.0,0.0,0.005923409,12090.0,103751374005411.19,8582941880.179651,0.0,0.0,0.0,"[[-10185841.8408,10185841.8408]]"
HB,265,west0167,Chemical Process Simulation Problem,real,A. Westerberg,167,167,506,507,1,0,167,1,167.0,1.0,0.0,0.0,91.0,1,1.6,0.0,0,0,320115.5,6.689677e-06,47852170000.0,160.0,451786.0635396231,-0.031770372,-21.68150157,"[[-318719.29,318719.29]]",0.0,0.6390741526729072,78.39744951145457,0.023952095808383235,0.002603281,13861.0,101256185031.6873,78758351.90796804,0.0,15.73793,0.364845678505711,"[[-318207.7702,318207.7702]]"
HB,266,west0381,Chemical Process Simulation Problem,real,A. Westerberg,381,381,2134,2157,23,0,381,1,381.0,1.0,0.0,0.0,6.0,1,0.6,0.1,0,0,1715.325,0.001366364,1255394.0,369.0,2154.2647892733585,1.3239586549571447,1.7117505737994487,"[[-1523.3192,1523.3192]]",0.0,5.916921557339894e-07,0.00022543471133464995,0.0,0.007137084,72390.0,2320047.2433510167,1327.0440265904867,0.0,0.0005041378,2.6463926509186356e-06,"[[-1523.1701,1523.1701]]"
HB,267,west0479,Chemical Process Simulation Problem,real,A. Westerberg,479,479,1888,1910,22,0,479,1,479.0,1.0,0.0,0.0,166.0,2,1.4,0.0,0,0,318951.8,9.80668e-07,325239000000.0,453.0,502373.3611097224,-0.044291121,-30.74987646,"[[-318714.29,318714.29]]",0.0,0.012884854689393455,1.75238256081623,0.0041753653444676405,0.00022431,114481.0,101517141267.28928,13557679.298069743,0.0,66.08712,0.29232297258846446,"[[-318617.547,318617.547]]"
HB,268,west0497,Chemical Process Simulation Problem,real,A. Westerberg,497,497,1721,1727,6,0,497,1,497.0,1.0,0.0,0.0,294.0,2,0.7,0.0,0,0,689848.7,1.492995e-06,462057000000.0,356.0,862547.0478897132,-0.024877917,-80.32636086,"[[-692276.519,692276.519]]",0.0,0.0022374587485291357,0.7457377897035137,0.0,-1.76e-05,123256.0,478871680869.46735,23389587.30079179,0.0,6869.1515313,27.644514543834376,"[[-692005.5497,692005.5497]]"
HB,269,west0655,Chemical Process Simulation Problem,real,A. Westerberg,655,655,2808,2854,46,0,655,1,655.0,1.0,0.0,0.0,198.0,2,0.6,0.0,0,0,318951.8,9.77241e-07,326380000000.0,619.0,502370.4886863165,-0.047180549,-30.74967159,"[[-318714.29,318714.29]]",0.0,0.006724887237894582,1.4047618933975334,0.0015267175572519084,1.2749755490029026e-05,214185.0,101517141267.28928,7260092.477460749,0.0,2.593994,0.014563743808389942,"[[-318617.547,318617.547]]"
HB,270,west0989,Chemical Process Simulation Problem,real,A. Westerberg,989,989,3518,3537,19,0,989,1,989.0,1.0,0.0,0.0,270.0,2,1.8,0.4,0,0,319127.3,3.236445e-07,986043000000.0,890.0,900172.7458277846,-0.038119835,-27.68615082,"[[-318714.29,318714.29]]",0.0,3.037851963968691,3003.019590393074,0.0020222446916076846,-5.61e-05,488566.0,101517338245.46909,38685773.02777135,0.0,22895.563994,46.30316283679676,"[[-318617.8561,318617.8561]]"
HB,271,west1505,Chemical Process Simulation Problem,real,A. Westerberg,1505,1505,5414,5445,31,0,1505,1,1505.0,1.0,0.0,0.0,405.0,1,0.1,0.0,0,0,319127.7,2.0033e-07,1593010000000.0,1437.0,1102902.6738681083,-0.038708947,-27.300836,"[[-318714.29,318714.29]]",0.0,1.9963024312740163,3003.019157094917,0.00132890365448505,-9.06e-05,1131760.0,101517338245.46909,38609596.48328857,0.0,22895.563994,30.42779401068212,"[[-318617.8561,318617.8561]]"
HB,272,west2021,Chemical Process Simulation Problem,real,A. Westerberg,2021,2021,7310,7353,43,0,2021,1,2021.0,1.0,0.0,0.0,522.0,1,0.3,0.0,0,0,319085.7,2.447674e-07,1303630000000.0,1897.0,1273490.4985827648,-0.038351209,-27.50491169,"[[-318714.29,318714.29]]",0.0,1.54937694837591,3129.875160014203,0.0009896091044037606,-8.55e-05,2041210.0,101517106176.84595,38347970.019255474,0.0,26164.083994,25.893589669702173,"[[-318617.492,318617.492]]"
HB,273,will199,Structural Problem,binary,R. Willoughby,199,199,701,701,0,0,199,1,191.0,0.0,8.0,8.0,10.0,1,5.6,5.6,0,0,4.388079,7.399593e-18,5.930163e+17,187.0,17.902513789968157,inf,inf,"[[-6.0,6.0]]",0.0,0.031825795644891124,1.0,0.0,0.000702294,19701.0,30.0,11.521293335363687,0.0,1.0,0.19765494137353434,"[[-5.4772,5.4772]]"
HB,274,will57,Semiconductor Device Problem,binary,R. Willoughby,57,57,281,281,0,0,57,1,50.0,0.0,7.0,7.0,1.0,1,86.6,86.6,0,0,6.148686,2.248575e-17,2.734481e+17,19.0,3.872983346207417,inf,inf,"[[-9.0,11.0]]",0.1,0.33997493734335843,1.0,0.0,-1e-17,1596.0,100.0,14.75062656641604,0.0,0.0,0.0,"[[-9.0,11.0]]"
HB,278,young1c,Acoustics Problem,complex,D. Young,841,841,4089,4089,0,0,841,1,841.0,1.0,0.0,0.0,1.0,1,100.0,84.8,0,0,470.1961,1.132963,415.0145,29.0,495.0409120051991,-0.292825633,-1.745873685,"[[-474.46,150.662]]",0.2932809567240093,0.9321117593337832,1.7067187499999996,0.3329369797859691,-0.000218461,,,,,,,
HB,279,young2c,Duplicate Acoustics Problem,complex,D. Young,841,841,4089,4089,0,0,841,1,841.0,1.0,0.0,0.0,1.0,1,100.0,84.8,0,0,470.1961,1.132963,415.0145,29.0,495.0409120051991,-0.292825633,-1.745873685,"[[-474.46,150.662]]",0.2932809567240093,0.9321117593337832,1.7067187499999996,0.3329369797859691,-0.000218461,,,,,,,
HB,280,young3c,Acoustics Problem,real,D. Young,841,841,3988,3988,0,0,841,1,841.0,1.0,0.0,0.0,1.0,1,93.8,80.7,0,0,461.8277,0.04966799,9298.297,525.0,344.0685494,-0.270330344,-1.659370382,"[[-554.576,134.762]]",0.4016481516003895,2568971498.5087056,29328122573.380257,0.2806183115338882,0.5330330908296321,353220.0,105756.210472,38487.70556042484,0.0,256.0,77.1293061321556,"[[-543.6618,134.737]]"
HB,281,young4c,Acoustics Problem,complex,D. Young,841,841,4089,4089,0,0,841,1,841.0,1.0,0.0,0.0,1.0,1,100.0,80.0,0,0,459.3216,0.1936784,2371.569,29.0,572.7211483566324,-0.303379201,-1.744425216,"[[-474.46,150.662]]",0.165375,0.8991612059395051,6.826847692609226,0.3436385255648038,-0.000218461,,,,,,,
HB,282,zenios,Optimization Problem,real,S. Zenios,2873,2873,1314,27191,25877,1,266,0,265.0,0.0,1.0,2608.0,84.0,2650,100.0,100.0,0,0,3.337948,0.0,inf,29.0,0.0,inf,inf,"[[-5.3845,5.3845]]",0.0,0.0,0.0,0.9067177166724678,-2.83e-05,,,,,,,
HB,1173,cegb2802,Structural Problem,binary,A. Donovan,2802,2802,277362,277362,0,1,2694,0,289.0,0.0,2405.0,2513.0,3.0,109,100.0,100.0,0,0,116.7245,5.227354e-286,2.232955e+287,209.0,0.0,inf,inf,"[[-151.0,153.0]]",0.006578947,0.0110123860758403,0.024390243902439,0.038543897,-3.28e-15,,,,,,,
HB,1175,cegb3024,Structural Problem,binary,A. Donovan,3024,3024,79848,79848,0,1,2996,0,1411.0,0.0,1585.0,1613.0,3.0,29,100.0,100.0,0,0,31.6757,1.475206e-98,2.147206e+99,343.0,0.0,inf,inf,"[[-66.0,68.0]]",0.0149253731343283,0.043830312,0.1111111111111111,0.009259259,-9.18e-16,,,,,,,
HB,1176,cegb3306,Structural Problem,binary,A. Donovan,3306,3306,74916,74916,0,1,3222,0,537.0,0.0,2685.0,2769.0,3.0,85,100.0,100.0,0,0,36.04032,0.0,inf,443.0,0.0,inf,inf,"[[-52.0,54.0]]",0.0188679245283018,0.051367993,0.090909091,0.0254083484573502,-5.01e-15,,,,,,,
HB,1177,lap_25,Structural Problem,binary,I. Duff,25,25,169,169,0,1,25,1,16.0,0.0,9.0,9.0,1.0,1,100.0,100.0,0,1,7.464102,5.2612650000000003e-17,1.41869e+17,9.0,0.0,inf,inf,"[[-7.0,9.0]]",0.125,0.19433333333333333,0.3333333333333333,0.0,-1.25e-16,300.0,64.0,30.24,8.0,0.0,0.0,"[[-7.0,9.0]]"
HB,1178,lock1074,Structural Problem,binary,W. Loden,1074,1074,51588,51588,0,1,1038,0,155.0,0.0,883.0,919.0,3.0,37,100.0,100.0,0,0,57.22833,0.0,inf,173.0,0.0,inf,inf,"[[-94.0,96.0]]",0.0105263157894736,0.02268121,0.0588235294117647,0.033519553,-5.12e-15,,,,,,,
HB,1179,lock2232,Structural Problem,binary,W. Loden,2232,2232,80352,80352,0,1,2208,0,368.0,0.0,1840.0,1864.0,3.0,25,100.0,100.0,0,0,40.35526,0.0,inf,161.0,0.0,inf,inf,"[[-46.0,48.0]]",0.021276596,0.0312391129630915,0.0434782608695652,0.010752688172043,-5.99e-15,,,,,,,
HB,1180,lock3491,Structural Problem,binary,W. Loden,3491,3491,160444,160444,0,1,3416,0,603.0,0.0,2813.0,2888.0,3.0,76,100.0,100.0,0,0,53.97936,8.721631000000001e-128,6.189136e+128,609.0,0.0,inf,inf,"[[-111.0,113.0]]",0.008928571,0.023731488,0.1428571428571428,0.0214838155256373,-6.98e-15,,,,,,,
HB,1181,lock_700,Structural Problem,binary,W. Loden,700,700,22175,22175,0,1,691,0,165.0,0.0,526.0,535.0,3.0,10,100.0,100.0,0,0,42.97855,0.0,inf,284.0,0.0,inf,inf,"[[-58.0,60.0]]",0.016949153,0.037999403,0.1,0.0128571428571428,-3.77e-15,,,,,,,
HB,1182,man_5976,Structural Problem,binary,T. Manteuffel,5976,5976,225046,225046,0,1,5882,0,2341.0,0.0,3541.0,3635.0,3.0,95,100.0,100.0,0,0,41.49505,0.0,inf,496.0,0.0,inf,inf,"[[-49.0,51.0]]",0.02,0.0289400789324731,0.052631579,0.015729585,-1.23e-15,,,,,,,
Rajat,1185,rajat01,Circuit Simulation Problem,binary,Rajat,6833,6833,43250,43250,0,0,6833,1,6777.0,0.0,56.0,56.0,507.0,66,99.6,99.6,0,0,42.12767,9.8287e-22,4.286189e+22,5877.0,8.831760866327848,inf,inf,"[[-1440.0,1442.0]]",0.0,0.2931932695612416,1.0,0.009366311,-2.1e-16,,,,,,,
Rajat,1186,rajat02,Circuit Simulation Problem,binary,Rajat,1960,1960,11187,11187,0,1,1960,1,1508.0,0.0,452.0,452.0,58.0,10,100.0,100.0,0,0,25.86451,7.486727e-26,3.454715e+26,738.0,0.0,inf,inf,"[[-539.0,541.0]]",0.0,0.30593069510403864,1.0,0.0,-3.93e-16,1919820.0,223560.0,21.767953245616777,0.0,1.0,0.015196737194111949,"[[-471.8213,473.8213]]"
Rajat,1187,rajat03,Circuit Simulation Problem,real,Rajat,7602,7602,32653,32653,0,0,7602,1,7602.0,1.0,0.0,0.0,103.0,1,100.0,40.2,0,0,510.206,4.033267e-05,12649940.0,205.0,7.513809269173705e-07,3.270034701433437,1.4916802686482622,"[[-1.0,1001.0]]",0.0,108.78472171942352,328.77401555870966,0.9865824782951856,4.0332674510721805e-05,,,,,,,
Rajat,1188,rajat04,Circuit Simulation Problem,real,Rajat,1041,1041,8725,9642,917,0,1041,1,1041.0,1.0,0.0,0.0,67.0,1,100.0,4.0,0,0,20921.74,0.000127608,163953300.0,659.0,388.5522075967322,6.034363732775669,1.8816976875896685,"[[-33.4334,36096.514]]",0.0,75.59582188548887,38324.88888905967,0.9375600384245918,-0.000127641,,,,,,,
Rajat,1189,rajat05,Circuit Simulation Problem,real,Rajat,301,301,1250,1384,134,0,301,1,301.0,1.0,0.0,0.0,15.0,9,77.0,70.6,0,0,3.839167,7.119133e-05,53927.45,121.0,7.071298351386329,2.761659722745856,1.4344785691516868,"[[-3.0472,7.209]]",0.0,0.8104138944034723,3.14159,0.28903654485049834,0.00064879,45150.0,10.26425114988,0.6691148391808974,-8.798295425549464e-18,5.18879,0.9847351165891473,"[[-3.0472,5.6052]]"
Rajat,1190,rajat06,Circuit Simulation Problem,binary,Rajat,10922,10922,46983,46983,0,1,10922,1,10922.0,1.0,0.0,0.0,123.0,1,100.0,100.0,0,0,9.038033,0.01422329,635.4392,235.0,0.0,inf,inf,"[[-60.0,62.0]]",0.0,0.3332737954076746,0.5,0.0,0.014223286,,,,,,,
Rajat,1191,rajat07,Circuit Simulation Problem,binary,Rajat,14842,14842,63913,63913,0,1,14842,1,14842.0,1.0,0.0,0.0,143.0,1,100.0,100.0,0,0,9.634067,0.01220442,789.3915,265.0,0.0,inf,inf,"[[-70.0,72.0]]",0.0,0.3332893647199642,0.5,0.0,0.012204422,,,,,,,
Rajat,1192,rajat08,Circuit Simulation Problem,binary,Rajat,19362,19362,83443,83443,0,1,19362,1,19362.0,1.0,0.0,0.0,163.0,1,100.0,100.0,0,0,10.19232,0.0106899,953.4528,295.0,0.0,inf,inf,"[[-80.0,82.0]]",0.0,0.333299539,0.5,0.0,0.010689903,,,,,,,
Rajat,1193,rajat09,Circuit Simulation Problem,binary,Rajat,24482,24482,105573,105573,0,1,24482,1,24482.0,1.0,0.0,0.0,183.0,1,100.0,100.0,0,0,10.71906,0.009507913,1127.383,325.0,0.0,inf,inf,"[[-90.0,92.0]]",0.0,0.333306551,0.5,0.0,0.009507913,,,,,,,
Rajat,1194,rajat10,Circuit Simulation Problem,binary,Rajat,30202,30202,130303,130303,0,1,30202,1,30202.0,1.0,0.0,0.0,203.0,1,100.0,100.0,0,0,11.21903,0.0085625,1310.251,355.0,0.0,inf,inf,"[[-100.0,102.0]]",0.0,0.3333115875656171,0.5,0.0,0.0085625,,,,,,,
Rajat,1195,rajat11,Circuit Simulation Problem,real,Rajat,135,135,665,812,147,0,135,1,135.0,1.0,0.0,0.0,7.0,1,89.1,63.0,0,0,15.00053,1.625352e-05,922909.8,44.0,0.002135411,7.044385399520996,5.788951413796142,"[[-1.0,5.9539],[7.5,7.5013],[15.0,15.0011]]",0.0,518.2950290737066,28902.724470101333,0.34814814814814815,0.000129015,9045.0,10.720681007674001,0.06655238434382599,0.0,15.000531,0.8793593735765618,"[[-1.0,5.5603],[7.5002,7.5011],[15.0,15.001]]"
Rajat,1196,rajat12,Circuit Simulation Problem,real,Rajat,1879,1879,12818,12926,108,0,1879,1,1879.0,1.0,0.0,0.0,24.0,1,100.0,45.5,0,0,1047.299,0.001514843,691357.7,1826.0,3.499971051595857,3.801910114417546,3.330922000744444,"[[-2.1672,1925.8955]]",0.0,0.9819833894825688,2.1042013800322645,0.08674827,0.002163094,,,,,,,
Rajat,1197,rajat13,Circuit Simulation Problem,real,Rajat,7598,7598,48762,48922,160,0,7598,1,7598.0,1.0,0.0,0.0,134.0,109,100.0,29.7,0,0,399999.0,3.368438e-06,118749000000.0,5197.0,173.62031242038526,-0.149103213,-7.572340355,"[[-399999.0],[-137499.0],[-119999.0],[-104749.0],[-87499.0],[-48999.0],[-4.4499,407175.6031]]",0.0,0.9885039039643516,1.4730516912527154,0.5222426954461701,-1.05e-05,,,,,,,
Rajat,1198,rajat14,Circuit Simulation Problem,real,Rajat,180,180,1475,1503,28,0,180,1,180.0,1.0,0.0,0.0,19.0,1,100.0,2.5,0,0,86250.81,0.000268236,321548300.0,168.0,2681.106745641495,4.051878420297606,1.240525628690749,"[[-959.094,108204.4632]]",0.0,0.8800865649671832,1.0001974740899775,0.10555555555555556,-0.000272919,16110.0,1044220384.9724108,350394.56277270167,0.0,54102.231615,1600.4037292641838,"[[-959.094,65268.7015]]"
Rajat,1346,rajat19,Circuit Simulation Problem,real,Rajat,1157,1157,3699,5399,1700,0,1157,1,1157.0,1.0,0.0,0.0,734.0,166,90.4,91.9,0,0,10.91059,9.999999e-10,10910590000.0,753.0,10.841183053523263,2.2221298839138632,1.225319025685389,"[[-82.0,87.726]]",0.0,0.3890580519078869,1.002000016860468,0.11408815903197926,-1e-06,668746.0,3733.9266534758335,1.4452513638292228,-7.771561172376096e-16,3.192983456140351,0.10358015885385355,"[[-59.6898,62.5554]]"
Rajat,1376,rajat27,Circuit Simulation Problem,real,Rajat,20640,20640,97353,99777,2424,0,20640,1,20542.0,0.0,98.0,98.0,4593.0,1556,96.5,30.4,0,0,769115.0,4.385853e-10,1753627000000000.0,20144.0,3937.198331806969,29.02853370865017,5.357159002654655,"[[-2000.0,335617.0798],[553765.8715,890801.9521]]",0.0,35.41643909319328,64966.67636078196,0.5968507751937985,-8.33e-05,,,,,,,
GHS_indef,1234,dtoc,Optimization Problem,real,"T. Coleman, A. Liao",24993,24993,69972,69972,0,1,19994,0,19994.0,0.0,0.0,4999.0,2.0,1,100.0,100.0,0,0,2.0,1.044595e-20,1.914618e+20,7.0,0.0,-0.749924985,-1.000100035,"[[-2.0004,2.0004]]",0.0,0.0,0.0,0.0,-4.23e-18,,,,,,,
GHS_indef,1243,ncvxqp9,Optimization Problem,real,N. Gould,16554,16554,54040,54040,0,1,16554,1,14617.0,0.0,1937.0,1937.0,555.0,555,100.0,100.0,0,0,127050000000.0,3.30002e-08,3.849989e+18,3413.0,0.0,1036851.0954469471,13502207467.963127,"[[-17.5309,57.5787],[58.3865,63.3438],[64.2254,67.0356],[67.1792,74.3636],[75.1979,77.9209],[78.3889,83.1071],[89.91,91.91],[94.4301,96.8094],[97.8207,101.7385],[106.9372,108.9372],[111.581,117.57],[117.6029,121.8943],[128.0332,130.0332],[140.2078,142.2078],[142.8983,145.5935],[146.8239,148.8239],[156.5951,158.5951],[169.6604,172.7306],[177.4571,179.4571],[180.3349,182.3349],[205.2137,207.2137],[214.0601],[237.6211,239.6211],[245.9373,247.9373],[250.2846,252.2846],[265.1611,267.1611],[280.6528,282.6528],[347.2199,349.2199],[361.1162,363.1162],[417.0625,419.0625],[428.8372,430.8372],[542.4346,544.4346],[644.7605,646.7605],[649.7392,651.7392],[659.4391,661.4391],[724.987,726.987],[753.4145,755.4145],[798.9281,800.9281],[859.9115,861.9115],[883.4353,885.4353],[987.7909,989.7909],[1344.3771,1346.3771],[1502.5506,1504.5506],[2267.209,2269.209],[3025.6629,3027.6629],[4796.4116,4798.4116],[5156.5244,5158.5244],[6209.2498,6211.2498],[13473.2703,13475.2703],[24084.9078,24086.9078],[115725321560.2009,115725321562.2009],[127050408120.496,127050408122.496]]",0.0,15173488.794496762,127050408121.49603,0.2116104868913857,-9.62e-05,,,,,,,
GHS_indef,1247,stokes64,Computational Fluid Dynamics Problem,real,M. Arioli,12546,12546,140034,140034,0,1,12546,1,12544.0,0.0,2.0,2.0,1.0,1,100.0,100.0,0,0,3.997847,7.492505000000001e-17,5.335795e+16,385.0,0.0,2.397399194526664,2.810473913516716,"[[-0.125,5.3958]]",0.0,0.6580972859571433,0.977099237,0.0,-0.000101336,,,,,,,
GHS_indef,1248,stokes64s,Computational Fluid Dynamics Problem,real,M. Arioli,12546,12546,140034,140034,0,1,12546,1,12544.0,0.0,2.0,2.0,1.0,1,100.0,100.0,0,0,53.96631,1.400248e-15,3.854054e+16,385.0,0.0,1.583176535694521,1.4566698512206302,"[[-22.9473,68.9334]]",0.0,0.4733773988402217,0.9962132220089788,0.0,-9.98e-05,,,,,,,
GHS_indef,1249,tuma1,2D/3D Problem,real,M. Tuma,22967,22967,87760,87760,0,1,22967,1,22967.0,1.0,0.0,0.0,1437.0,1,100.0,100.0,0,0,4.891341,0.001595498,3065.714,573.0,0.0,1.0016560604344311,1.052033129010918,"[[-5.0,7.7571]]",0.0,0.051077576,1.0483255228856816,0.001132059,0.001599548,,,,,,,
GHS_indef,1250,tuma2,2D/3D Problem,real,M. Tuma,12992,12992,49365,49365,0,1,12992,1,12992.0,1.0,0.0,0.0,1101.0,1,100.0,100.0,0,0,4.891338,0.002875117,1701.266,343.0,0.0,-0.993594209,1.042480009178386,"[[-5.0,7.7571]]",0.0,0.04490276,1.0483255228856816,0.001000616,0.002887514,,,,,,,
GHS_indef,1303,linverse,Statistical/Mathematical Problem,real,P. Toint,11999,11999,95977,95977,0,1,11999,1,11999.0,1.0,0.0,0.0,1.0,1,100.0,100.0,0,1,15.51683,0.003931686,3946.608,4.0,0.0,6.361810505047099,4.690482132,"[[-11.0663,22.3586]]",0.2077834262627426,111.48812191551518,1299753.4549261397,0.2310192516043003,0.004225757,,,,,,,
GHS_indef,1309,spmsrtls,Statistical/Mathematical Problem,real,N. Gould,29995,29995,229947,229947,0,1,29995,1,29995.0,1.0,0.0,0.0,1.0,1,100.0,100.0,0,0,14.656,0.000103466,141651.1,4.0,0.0,-0.507456564,-1.770336598,"[[-18.401,17.6724]]",5.741090673540884e-06,0.5218064874426146,29.566086765909084,0.1278213035505917,0.000167025,,,,,,,
GHS_indef,1426,cvxqp3,Optimization Problem,real,N. Gould,17500,17500,114962,122462,7500,1,17500,1,17278.0,0.0,222.0,222.0,1.0,1,100.0,100.0,0,0,96581.05,1.35625e-11,7121185000000000.0,5573.0,0.0,inf,inf,"[[-34984.0,105017.0]]",0.0,0.2862695782347651,9.485971043434848,5.714285714285714e-05,-9.99e-05,,,,,,,
GHS_indef,1427,qpband,Optimization Problem,real,N. Gould,20000,20000,45000,45000,0,1,20000,1,20000.0,1.0,0.0,0.0,5000.0,5000,100.0,100.0,0,0,2.769106,0.430214,6.436577,2.0,0.0,-0.9286,1.856162708385232,"[[-3.0,3.2]]",0.0,0.6250499999999998,2.2,0.5,0.4302140387278715,,,,,,,
HB,160,gre_1107,Directed Weighted Graph,real,F. Cachard,1107,1107,5664,5664,0,0,1107,1,1107.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0,0,1.110239,3.482569e-08,31879890.0,241.0,10.99868337590456,inf,inf,"[[-0.9999,1.6363]]",1.7881430514441157e-07,0.3218888930121562,7.000329996700029,0.02168021680216802,0.000335283,612171.0,0.9998400064,0.6409601561724692,-1.3876677584789829e-17,0.9090998212,0.18641194676311032,"[[-0.9999,1.5316]]"
HB,161,gre_115,Directed Weighted Graph,real,F. Cachard,115,115,421,421,0,0,115,1,115.0,1.0,0.0,0.0,1.0,1,25.5,0.0,0,0,1.046669,0.02107206,49.67094,52.0,2.396888987171786,inf,inf,"[[-0.873,1.4603]]",7.58604082756809e-08,2.0139801574285854,23.99996472005362,0.6434782608695652,0.018274405,6555.0,0.8185928290254401,0.19765301778396727,-2.7314989159421545e-17,0.9523809403954,0.24041288509120587,"[[-0.7666,1.3989]]"
HB,162,gre_185,Directed Weighted Graph,real,F. Cachard,185,185,975,1005,30,0,185,1,185.0,1.0,0.0,0.0,1.0,1,41.5,0.0,0,0,1.109007,6.119428e-06,181227.3,59.0,2.7732973922300497,inf,inf,"[[-1.0001,1.5584]]",0.0,0.7041362416450131,6.998768093624885,0.2,-0.00613315,17020.0,1.0001000025000002,0.4454255786641246,0.004217203600000002,0.9351,0.25027143830787313,"[[-1.0001,1.5164]]"
HB,163,gre_216a,Directed Weighted Graph,real,F. Cachard,216,216,812,876,64,0,216,1,216.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0,0,1.011166,0.009815685,103.0153,36.0,4.541475531146237,inf,inf,"[[-1.0,1.25]]",0.0,0.4089506172839506,3.0,0.027777777777777776,0.003987034,23220.0,1.0,0.5776270456503014,0.0,0.75,0.20068906115417742,"[[-1.0,1.25]]"
HB,164,gre_216b,Directed Weighted Graph,real,F. Cachard,216,216,812,876,64,0,216,1,215.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0,0,1.390052,2.252893e-15,617007400000000.0,36.0,9.211994161061977,inf,inf,"[[-1.0,1.9709]]",0.0,0.29595161319811875,3.0003089916572256,0.06944444444444445,-0.047063436,23220.0,1.000054000729,0.6831915125430964,-1.7179278832823997e-18,0.99032,0.27563125861326443,"[[-1.0,1.9709]]"
HB,165,gre_343,Directed Weighted Graph,real,F. Cachard,343,343,1310,1435,125,0,343,1,343.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0,0,1.009539,0.00901565,111.9763,49.0,5.841660722773962,inf,inf,"[[-1.0,1.25]]",0.0,0.3401360544217687,3.0,0.01749271137026239,0.002384199,58653.0,1.0,0.6295010485397167,0.0,0.75,0.1923857262203127,"[[-1.0,1.25]]"
HB,166,gre_512,Directed Weighted Graph,real,F. Cachard,512,512,1976,2192,216,0,512,1,512.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0,0,1.008349,0.006369125,158.3183,87.0,7.245688373094719,inf,inf,"[[-1.0,1.25]]",0.0,0.29101562499999994,3.0,0.01171875,0.002083357,130816.0,1.0,0.6701024721746576,0.0,0.75,0.18376956947162426,"[[-1.0,1.25]]"
HB,167,hor_131,Directed Weighted Graph,real,R. Hornby,434,434,4182,4710,528,0,434,1,434.0,1.0,0.0,0.0,1.0,1,100.0,37.4,0,0,0.6607441,1.533813e-05,43078.53,101.0,0.232286339,1.2308412550864516,1.3623789669740838,"[[-0.6179,0.9018]]",0.05441169959059637,1.1821336337407937,39.301604286949384,0.08525345622119816,3.398713102478297e-05,93961.0,0.39058179762384726,0.004660670676112216,9.558129367663396e-08,0.36415845,0.06092247422771497,"[[-0.4972,0.7598]]"
HB,168,ibm32,Directed Graph,binary,IBM,32,32,126,126,0,0,32,1,32.0,1.0,0.0,0.0,1.0,1,8.5,8.5,0,0,4.593605,0.01136707,404.1151,28.0,6.557438524,inf,inf,"[[-6.0,8.0]]",0.14285714285714285,0.43467261904761906,1.0,0.0,0.027272975,496.0,35.0,7.98991935483871,0.0,0.0,0.0,"[[-4.9161,6.9161]]"
